name,website,actual-website,address,company-overview
Siren Silver,https://homeandgift.co.uk/exhibitor/siren-silver,www.sirensilver.co.uk,"London, United Kingdom",description
Slate & Silver Jewellery,https://homeandgift.co.uk/exhibitor/slate--silver-jewellery,www.slateandsilverjewellery.co.uk,United Kingdom,description
SL Design,https://homeandgift.co.uk/exhibitor/sl-design,sldesigns.co.uk,"Borehamwood, United Kingdom","We are committed to using a fair and transparent supply chain – this means no sweat shops, no child labour, and sourcing products that are hand made by skilled artisans • wherever possible we use off-cuts and recycled material • We encourage and believe in wellness products and source products that use natural ingredients wherever possible • If you need full catalogue and price list let us know. We be happy to provid you with samples. Orders over £300 don't have any delivery charge."
Snappy Crocodile,https://homeandgift.co.uk/exhibitor/snappy-crocodile,www.snappycrocodile.co.uk,"Aberdeen, United Kingdom",description
Sock Academy Ltd.,https://homeandgift.co.uk/exhibitor/sock-academy-ltd,sockacademy.com,"Hitchin, United Kingdom","Things are a little different this year, but here at Sock Academy our three brands, United Oddsocks, Cockney Spaniel and Cucamelon, are still ready to make the perfect addition to your gift ranges and put a smile on yours and your customers faces! We've had tonnes of fun with our new designs within United Oddsocks this year, from the gruesome 'Dead Legs' to our beautiful 'Flower Box' there is bound to be something that takes your fancy. Cockney Spaniel is packed full of fun and mischief as always, whether it's deom festive cheer for those mistle-toes of just a pair to brighten up your tootsies, we have a great range of top notch socks for you. Last but not least, our Cucamelon collection is there to add some cuteness to your day. Make sure not to miss our award winning 'MiniMe' range that was crowned Gift of the Year- Gift Under £10 champion at this years Spring Fair! We can't wait for you to come and virtually see us at at Harrogate and Autumn Fair to see all our wonderful new products and 'meet' our team!"
Spice Kitchen,https://homeandgift.co.uk/exhibitor/spice-kitchen,www.spicekitchenuk.com,"Widnes, United Kingdom","** Gift of the Year 2018 Winner** Home ground, hand blended spices and loose teas - selected and mixed the old fashioned way Our spices are loved by our customers. They're also loved by the Great Taste judges, won Gift of the Year in 2018, and praised highly by the Independent, the Guardian, The Times and The Hairy Bikers. Sold in traditional tins and gift wrapped in authentic Indian silk sari fabric, these tins are a crowd favourite, ready for your shelf. We're a mother and son team with one goal: to honour our Indian heritage and make our ancestors proud, with spices! We started this business as a retirment project from my mum's kitchen table, and that's still where our inspiration comes from to this day. We're super proud of what we produce, and always thrilled by the positive feedback we receive, like this ""They are honestly the freshest, most fragrant spices I've ever used."" Dhruv Baker, Masterchef Winner"
Spoke925,https://homeandgift.co.uk/exhibitor/spoke925,www.spoke925.com,"Glasgow, United Kingdom",description
Spotted Cow Creations,https://homeandgift.co.uk/exhibitor/spotted-cow-creations,www.spottedcowcreations.co.uk,United Kingdom,"Spotted Cow Creations offer beautiful gifts, flower garlands and fairy sets for little girls Our main products are our Silk Daisy Chain gifts and Flower Fairy Sets all CE approved for ages 3 plus"
StationX,https://homeandgift.co.uk/exhibitor/stationx,website,United Kingdom,description
Steepletone UK Ltd,https://homeandgift.co.uk/exhibitor/steepletone-uk-ltd,www.steepletone.co.uk,United Kingdom,"The Company was started in the late 60’s and was incorporated in March 1972 by the founder  Tony Tyler. The family business is now owned & managed by Mark Tyler, the son of the founder, with his wife Kendal, and now joined by their son Kristian – making him the third generation. Additionally we have a great and experienced team of individuals that make up the Steepletone family. Steepletone’s UK Head Office is located in the village of Croughton on the South Northamptonshire/North Oxfordshire border, only 4 miles from the M40 Motorway and just South of the Silverstone Racing Circuit.  In the early years of trading the Company’s key products were Record Players and Music Centres, which were made in an old converted Cinema in a village some 12 miles from the current Head Office. In the 1980’s Steepletone moved its manufacturing to the Far East to remain competitive in the market place. An office was formed in the region, which plays a significant role in maintaining product development, design, packaging, production and, of course, the very important role of Quality Control to ensure a high level of out-of-box reliability.   The Far East Team is headed up by Patrick Chan. The team have responsibility for quality, production and ensuring that all the products conform to the many European Standards which apply to products.  Unlike many other Brands/Importers, our pedigree of being an actual Manufacturer means we understand what it takes to make great products and the high grade components used to make them work for daily use. Styling and ease of use are key foundations to all our products, we continue to innovate and embrace the very latest technologies"
Stephanie Davies,https://homeandgift.co.uk/exhibitor/stephanie-davies,www.stephaniedavies.co.uk,"York, United Kingdom","Hello! My name is Stephanie and I create hand embellished illustrated greetings cards, designed, printed and packed in the U.K. I'm extremely excited to launch my newest collections including a large Christmas collection with relations, and a brand new Autumn/Winter general collection. We only use the most luxurious eco-friendly stocks for our products. Our cards are printed onto FSC certified GF Smith paper, our eco-kraft envelopes are made from superior 100% recycled paper and our cello bags are biodegradable.We only use the best quality embellishments such as recyclable hot foil stamping on our own antique press and Crystals from Swarovski®, of course! But what really makes our products unique is passion for detail. All designs feature a miniature illustrated drawing and once digitally printed each card is then carefully hand finished. Striving to deliver the highest quality paper products that make an impact and driven towards a value for excellence in every detail - from initial sketches to beautifully packed orders."
Sting in the Tail,https://homeandgift.co.uk/exhibitor/sting-in-the-tail,website,United Kingdom,description
STITCHFINITY,https://homeandgift.co.uk/exhibitor/stitchfinity,stitchfinity.com,"Gloucester, United Kingdom",description
Stitching Me Softly,https://homeandgift.co.uk/exhibitor/stitching-me-softly,Stitchingmesoftly.co.uk,United Kingdom,description
Strathurie (Scotland),https://homeandgift.co.uk/exhibitor/strathurie-scotland,www.strathurie.co.uk,"Renfrew, United Kingdom",description
Sue Fenlon Art,https://homeandgift.co.uk/exhibitor/sue-fenlon-art,website,United Kingdom,description
Sue Pryke,https://homeandgift.co.uk/exhibitor/sue-pryke,website,"Leicester, United Kingdom",description
Superbia Fashion Ltd,https://homeandgift.co.uk/exhibitor/superbia-fashion-ltd,www.italianaccessories.net,"Manchester, United Kingdom","Wholesaler and manufacturer of high quality fashion handbags, umbrellas, clothes, hats, scarves and purses. All products are original, designed in Italy and branded Superbia®. Please visit our stand to see our latest design."
Susan O'Hanlon,https://homeandgift.co.uk/exhibitor/susan-ohanlon,website,United Kingdom,description
Suzie Blue,https://homeandgift.co.uk/exhibitor/suzie-blue,www.suziebluejewellery.co.uk,"Newark on Trent, United Kingdom","Suzie Blue are a family-run company with a long history of importing from both India & Indonesia. We work directly with all of our producers to create an unrivalled selection of Fashion Jewellery, .925 Silver and Accessories. Home & Gift will see the launch of our new AW20 collection, with hundreds of new exciting products ready for immediate delivery. There will be new seasonal updates to our ever-popular wooden jewellery range, as well as a brand new collection of Silver-Plate jewellery."
Swole Panda,https://homeandgift.co.uk/exhibitor/swole-panda,www.swolepanda.com,"London, United Kingdom","Combining style with sustainability Ethically-minded brothers launch sustainable British clothing and accessories brand Two brothers have launched a range of sustainable clothing and accessories, all hand-crafted from sustainably sourced bamboo after learning about its significant benefits, whilst studying at university. With an increasing global awareness for sustainability and passion for quality, 26-year-old Oliver and 23 year-old James Slacke set-up Swole Panda after identifying a gap in the market for a British high-end clothing and accessories brand that combines style with sustainability. Oliver says, “Whilst I was studying Geography at university, learning about sustainable development and the impact humans are having on the natural environment, it led me to explore alternative resources, which can help to minimise this impact, without drastically changing our everyday lives. I came across bamboo and with its signficiant benefits, both environmentally and as a fabric use, it made complete sense to use this brilliant resource for our clothing and accessories range”. After leaving university, Oliver and James formalised the business together and started picking and packing product from Oliver’s bedroom. From designing and producing their first pair of bamboo sunglasses, Swole Panda has now grown onto encompass a range of sunglasses, socks, watches and scarves, all hand-crafted from sustainably sourced Moso Bamboo; a highly sustainable plant and one of the fastest growing natural resources. As well as having a positive impact on the environment, the use of bamboo has numerous benefits across the Swole Panda range, including a super-soft feel for their scarves that rivals cashmere, super lightweight feel for the sunglasses and anti-bacterial and moisture wicking properties for the sock collection. James says, “We’re so pleased with how Swole Panda has progressed in just a few years. We started the business with just one pair of bamboo sunglasses and now have a full range of clothing and accessories made from one of the most sustainable natural resources the planet has provided us with. Sustainable fashion is a big talking point right now and we’re proud to be part of this trend in terms of helping to pioneer a more sustainable future”."
Talbot Fashion,https://homeandgift.co.uk/exhibitor/talbot-fashion,www.talbotfashions.com,"Brighton, United Kingdom","Talbot Fashions established in 1980 and based in Brighton is one of the UK’s most prominent wholesale suppliers of fashion jewellery, hair accessories and gift lines to the trade. Our 2019 Tide/Wish Jewellery catalogue showcases the new & exclusive beautiful Paua shell jewellery designs that we have on offer & also includes our stunning new red heart range. Featuring all of your essential accessories such as pendants, bracelets, earrings and brooches. This stunning range of Paua shell Tide Jewellery is sure to be a hit with your customers. What is more, our Paua shell Tide Jewellery comes in an elegant branded gift box, making it the ideal gift line suitable for all types of retailers. WISH for the perfect gift WISH jewellery is our new branded & diverse fashion collection, supplied in our bespoke gift boxes. Themes include celestial, chakras, guardian angels, woodland & worded sentiments. Primarily supplied on an 18” trace chain. (these may vary on some designs). All Tide & Wish products are nickel, cadmium & lead compliant. Boxed items are available in singles. Please look at our website to see the complete collection @ www.talbotfashions.com"
Talking Tables Ltd,https://homeandgift.co.uk/exhibitor/talking-tables-ltd,www.talkingtables.co.uk,"London, United Kingdom","Talking Tables is a trusted global brand who have twenty years industry expertise. Founded by Clare Harris, Talking Tables is built on the joy felt when planning, sharing and creating memories with friends and family around a table, something which we love to do to this day. We're attuned to helping you to party with a conscience as we begin our eco journey. We pride ourselves on our excellent customer service, efficient supply chain and wealth of knowledge."
Tatty Co Ltd,https://homeandgift.co.uk/exhibitor/tatty-co-ltd,www.tatty.co,"Shrewsbury, United Kingdom",description
Tempest Designs,https://homeandgift.co.uk/exhibitor/tempest-designs,www.tempestdesigns.co.uk,"Bridgend, United Kingdom","We are a UK-based wholesale supplier of quality, ethically-sourced fashion jewellery; earrings, bracelets, rings and necklace, along with hand picked handbags, belts, on trend clothing and other trinkity gifts. Come and visit us on stand C42!"
The Art File,https://homeandgift.co.uk/exhibitor/the-art-file,website,"Nottingham, United Kingdom","The Art File is a multi award winning publishing company, specialising in the design, production and supplying of high quality, design led unique Greeting Cards, Stationery and Gift Packaging to discerning retailers around the world. This will be the 20th time we have exhibited at the show, so we’ve pulled out every single stop to deliver you over 50 brand new greeting card and bag designs being launched exclusively at the show, continue reading to find out more! We begin with Ben Rothery’ s bestselling Natural History Greeting card collection. Since its initial launch the collection has been incredibly well received by customers, with clear demand for us to introduce new designs into the mix. Ben is one of the most talented fine pencil artists in the country, spending between 40-70 hours on each original animal, completely capturing the mannerisms and personalities of animals from around the country, and the world. Ben himself is a huge fan of Animals and has been since a very young age. We caught up with Ben recently and sat down with him to ask questions about his life, how he got into what he’s doing, and what he’s got on the horizon, be sure to keep those detail obsessed eyes peeled for that piece in the next few weeks. For Harrogate Home and Gift this year, we’re launching 12 brand new greeting card designs, and a gift bag collection featuring the best-selling Puffin design. We’re incredibly excited to deliver these new designs exclusively for you at Home and Gift this year. Following on from Ben, everyone’s favourite sausage dog, Frank is back! The family sausage has been transformed into a celebrity over the past 2 years, being featured on Greeting Cards, Stationery, and Gift packaging, using beautifully fresh, pastel base colours, ideal for the Summer/Autumn Season in store. Due to popular demand, we have the absolute pleasure of launching a further 12 Everyday greeting card designs to compliment the bestselling collection, all of which will be on our stand and available to order. This look is sure to create a story in store with plenty of wow factor, so make sure you’re the first to see this wonderfully cute collection. We’re also introducing a further 6 brand new designs to the two-time winning ‘Best Male Range’ collection, Geronimo. Perhaps it’s the hot foils, thermographic finishing, or the neon inks that make them stand head and shoulders above… On the other hand, maybe its just that are great male cards, that don’t have footballs on! To compliment the new male card launches, we have introduced a further 6 brand new designs in our Shimmy collection. This collection has quickly established itself as a must-have range. The use of holographic and translucent Hot foils mixed with cold foils, is a combination of techniques no other publisher has used on a card before. This collection is ideal for the female market and looks fantastic next to Geronimo! Our final everyday launch takes us to our ever-popular small card collection called Bright New Things! Everyone loves the size and simplicity of these timeless beauties. The foiled designs add another dimension to the collection, and we’re incredibly proud to be launching a further 21 designs to update this brilliant, universal competitively priced collection at Home and Gift. Our award-winning Christmas collection will be on display at the show, giving our customers the ideal opportunity to address their Festive needs with one of our sales experts on the stand, and reserve the perfect Christmas stock for your customers for the upcoming festive season. We’ve launched over 150 brand new designs across cards, wrap and boxed Christmas product. Single cards have grown in popularity and sit happily alongside our Luxury Boxed cards which are a must for most of our customers. Our Charity card sales grew again last year, and we are delighted to announce that for 2019 we will be supporting three charities. These are CLIC Sargent, RSPCA and Dementia UK. We have also launched a free-standing display unit to house our selection of Charity packs for the first time. Our roll wrap and bags have now established themselves as a refreshing alternative to the mainstream offer and this year we are introducing a luxury flat wrap for the first time. Moving on from Charity packs, our festive trio boxes have been a huge success. Each box contains 12 cards, 4 each of three designs. Finished with hot foils and /or die cutting, the cards come with either red or gold envelopes, depending on the designs. These boxes offer great value for money. Voted Best Christmas Box at The Henries Awards 2018, we have new designs in this collection, launching at Spring Fair 2019 for the very first time. There is a growing tendency to send a higher quality Christmas card to those who are special in your life and our Luxury Boxed collection containing 8 luxury Christmas cards and carry a RRP of £10 have become an integral part to our Festive offering, with plenty more new designs being launched at the show. Finally, our Christmas Gift Wrapping themes for the 2019 Festive season are our strongest yet, with rich, heritage colours being used, along with tasteful finishing to deliver a unique and contemporary collection to help your presents stand out under the tree this coming Christmas. Four new looks combined with our best-selling designs from Christmas 2018 are being combined to create a show stopping offering. Each theme contains 5 gift bag sizes, flat and roll wrap, tissue and tags. We very much look forward to saying hello to you at the show this year. As always, if you have any questions about our upcoming shows, new product, or anything else - please do send an email to sales@theartfile.com"
The Carat Shop Ltd,https://homeandgift.co.uk/exhibitor/the-carat-shop-ltd,www.thecaratshop.co.uk,"Essex, United Kingdom","Since being founded in 2006 and branching out into the Licensing Industry in 2013, The Carat Shop Ltd has established itself, manufacturing quality jewellery and accessories for brands such as Harry Potter, Fantastic Beasts, Friends and Looney Tunes."
The Crafty Kit Company,https://homeandgift.co.uk/exhibitor/the-crafty-kit-company,www.craftykitcompany.co.uk,United Kingdom,"Happiness is indeed Handmade! We offer a unique range of imaginatively designed and beautifully packaged needle felting, sewing, knitting and crochet kits. Our kits are suitable for all ages from 7 upwards, with difficulty ratings marked clearly on the box. All our kits come with full colour instructions and absolutely everything you need to get started. We're all about having fun as you create - we guarantee that you'll learn something new with every kit you complete!"
The English Soap Company,https://homeandgift.co.uk/exhibitor/the-english-soap-company,theenglishsoapcompany.com,United Kingdom,"The English Soap Company is a family run business founded 20 years ago and is committed to making beautiful quality soaps, candles and liquid products all made by ourselves in the heart of the English Countryside. We will be showcasing two new collections - Our Anniversay Range to celebrate our 20th Anniversary of soap making and our Mythical & Wonderful Animal Range, with original illustrations that will bring a smile to anyone's face. We are also excited to share with you our re-designed 200g Vintage Soaps all wrapped with new decorative designs over the full collection."
The English Tableware Company/David Mason Design Ltd,https://homeandgift.co.uk/exhibitor/the-english-tableware-companydavid-mason-design-ltd-e270afb9,www.davidmasondesign.com,"Chesterfield, United Kingdom","DMD was established in 1962 by the Cowan Family. The business has always prided itself on its product design, innovation, and creative flare. DMD and its brands ‘The English Tableware Company’ ‘Ashley Thomas’ and ‘Foxwood Home have never been afraid to push the boundaries on design and product development."
The Gifted Stationery Company,https://homeandgift.co.uk/exhibitor/the-gifted-stationery-company,website,address,description
The Gourmet Chocolate Pizza Co Ltd,https://homeandgift.co.uk/exhibitor/the-gourmet-chocolate-pizza-co-ltd,www.gourmetchocolatepizza.co.uk,"Nottingham, United Kingdom","We are an artisan chocolate company, based in Nottinghamshire, that makes handmade premium quality chocolate gifts using only the finest ingredients. Our solid Belgian chocolate pizzas are available in a variety of flavours and sizes to suit every occasion, season and every chocolate lover's desires. From smooth milk chocolate to decadent 70% dark chocolate, creamy white chocolate to chocolate drizzled popcorn, each of our gourmet chocolate gifts are unique and fun. Our range also includes other handmade chocolates to ensure we can fulfill all your customers' needs... From Mini Chocolate Cupcakes, Palet Gourmands (fruit & nut discs) and Chocolate Lollipops through to our best-selling Hot Chocolate Bombes, Topitoffs, and Dark Chocolate Coffee Beans... we have everything to create an enticing chocolate display."
The Great British Bee Co.,https://homeandgift.co.uk/exhibitor/the-great-british-bee-co,www.greatbritishbeeco.com,"Winchester, United Kingdom","* 10% OFF all orders placed during Home & Gift Virtual 2020* We are a family company of multi award winning artisan designer makers baed in Hampshire. Our popular Hand care and fragrance gifting products are designed to celebrate and actively support the British countryside, through pur ingredient choices and distribution of our profits. Our unique hand care formulations are all functionally excellent whilst being affordable and pleasing to the eye. With RSP's ranging from £6-30 our ranges offer something for everyone Our ranges are stocked throughout the UK and beyond by retailers who share our passion for the future health of the Briish countryside. - 10% of all our profits to UK Honey Bee research - Raw materials sourced from British farming - Recycled & Recyclable packaging - Palm Oil Free products - No minimum orders Contact us today to recieve a brochure and pricing hello@greatbritishbeeco.com"
The Little Botanical,https://homeandgift.co.uk/exhibitor/the-little-botanical,thelittlebotanical.com,"Chichester, United Kingdom","We are The Little Botanical! We know all there is to know about growing indoor plants, so it’s only fair that we pass that on to you. Our passion for plants comes from our founding business which for four generations have been growing ornamental plants for people to enjoy in their homes. With The Little Botanical’s range of products, we wanted to take all those years of experience and combine them into a single offer that enables you to confidently enjoy these plants with our support and feel part of a larger community of plant lovers. We have a close relationships with many of the world’s plant breeders and growers which enable us to grow some of the best plants available and source with confidence from our friends overseas. Combined with our designers we have a small but perfectly formed range of well focused stylish plants that will enhance the look of any indoor space and the wellbeing of its inhabitants. The positive experience of existing with nature in an interior space is hugely underrated and we want people to see the benefits of plants that are easy to care for to help reduce the constant stresses of modern life."
The Northern Line,https://homeandgift.co.uk/exhibitor/the-northern-line,www.thenorthernline.co.uk,United Kingdom,description
The Recycled Candle Company,https://homeandgift.co.uk/exhibitor/the-recycled-candle-company,therecycledcandlecompany.co.uk,"Exeter, United Kingdom","THE RECYCLED CANDLE COMPANY Our story begins when Richard, our resident recycled candle maker, was a young boy... While other children were watching television or playing computer games, Richard was in the kitchen with his mother making jam, soap, jellies and...candles. This was where he first had the idea of melting down old candles that were destined for the family bin, in order to recycle the wax, and make new candles. Richard then met Sargon in 2015 and Sargon immediately saw the potential in the idea. The two of them teamed up to create a beautiful product out of something that is generally accepted as a waste material."
The Right Kit,https://homeandgift.co.uk/exhibitor/the-right-kit,website,United Kingdom,description
The Somerset Toiletry Company,https://homeandgift.co.uk/exhibitor/the-somerset-toiletry-company,www.thesomersettoiletryco.co.uk,"Bristol, United Kingdom","The past years have brought us immense creative and commercial satisfaction and as the saying goes, the journey really has been the reward! We are thrilled that we continue to make products that stand the test of time from the quirky MR Perfect & Friends collection to our ‘Something for everyone’ All Year Round Gifting. The ever popular Naturally European range has retained a classic look but remains relevant by evolving aspects of the packaging and new fragrances. Similarly, with a long-established customer base the extremely affordable AAA range is seeing a renaissance with a new, younger audience who find the traditional floral design on-trend. In the last year the news has been full of stories about the poor environmental state of our planet. We have been horrified, like many, to understand the severity of the level of plastic in our oceans and landfill and the fact that only a small percentage gets recycled. We had already been looking at our sustainability program, but all the recent focus has us quickening our pace to becoming an environmentally sound company. During our research, we have come across many technological advances, which means that in the next few years innovation will see us using a variety of materials that are only just being developed. So, what are we doing for the time being, while these advances are taking place?We have done a lot of research into material types that are currently available and how best to use them. We have educated ourselves by attending sustainability conferences and recycling programmes to ensure the decisions we make now, are the best in terms of protecting our planet. At this point in time, we give you our word that each time we create a new product we will ensure they are as environmentally-friendly as possible, during this period of change. Please do bear with us as we develop products a year to eighteen months in advance, so the exciting changes we are making will take a little while to filter through. A big ‘Thank You’ to our returning customers, you are at the heart of what we do. To our new customers, we would be thrilled if you devoted some of your precious shelf space to The Somerset Toiletry Company. We will do everything we can to make sure our relationship is a successful one."
The Sugar Shed,https://homeandgift.co.uk/exhibitor/the-sugar-shed,www.thesugarshed.co.uk,United Kingdom,description
The Tie Studio,https://homeandgift.co.uk/exhibitor/the-tie-studio,www.tiestudio.co.uk,"London, United Kingdom","The Tie Studio has been specializing in ties and men's gifts for over 2 decades. We have been coming to this Victorian Spa town for many years and no wonder it has been referred to as one of the ""happiest"" places to live. We have been extending our range of country inspired tie designs with pheasants, mallards, shotguns, dogs, stags, Highland Cattle and these can be matched up with cufflinks, bow ties and socks. Our business classical tie ranges like the rest of our products are excellent quality, expensive in look but not in cost. Indeed the eye catching and quirky designs would stand out at any meeting and have even been included on breakfast television. Our trending designs are British Automobiles and British and European currency which is now sold out. The bow tie with the European Flag has been flying off the shelves maybe due to current negotiations? If you are thinking of adding some men's gifts come and see us and we can select the right mix of products for your retail. We have a number of special offers with the Xmas period in mind. Come and speak with us at the show"
The Tinsmiths Limited,https://homeandgift.co.uk/exhibitor/the-tinsmiths-limited,katehhstudio.co.uk,"Abergele, United Kingdom",description
The Wax House,https://homeandgift.co.uk/exhibitor/the-wax-house,www.thewaxhouse.co.uk,"Poulton le Fylde, United Kingdom","We've spiced it up when it comes to point of sale packaging! As a new aspiring brand in the home and lifestyle market, The Wax House collection comprises of a range of luxury, mood enhancing products using natural materials and the finest fragrance oils individually designed to stimulate positive emotions by creating the perfect ambience in the home. Our Award-Winning unique fragrance collection has been inspired by natural scents from around the world, to give homes an unforgettable experience. With a passion for scents and the memories they can evoke, we embarked on our journey to capture unique fragrances and turn them in to beautiful Home Fragrance products that will truly create a perfect ambience for the home. We use traditional methods, giving every single candle poured by hand a message of true craftmanship. No machines, just a team of enthusiastic chandlers with creative minds. Most of our materials are sourced locally here in the heart of Lancashire. When we say we are a British Manufacturer, we mean that all the components that go in to our products have been manufactured in the United Kingdom. When you purchase from us, you are supporting local economies throughout our Country as we believe this to be very important. We really hope you are seduced by our discoveries and we look forward to welcoming you! Elizabeth & Neil"
The Wheat Bag Company,https://homeandgift.co.uk/exhibitor/the-wheat-bag-company,www.thewheatbagcompany.co.uk,"Warminster, United Kingdom",description
The Yorkshire Candle Company Limited,https://homeandgift.co.uk/exhibitor/the-yorkshire-candle-company-limited,website,"Sheffield, United Kingdom",description
Thistle Gem Ltd,https://homeandgift.co.uk/exhibitor/thistle-gem-ltd,www.thistlegemwholesale.com,"Edinburgh, United Kingdom","Thistle Gem is an Edinburgh based fashion and accesories business that launched in 2013. We have since been serving customers in shopping centers and online throughout the UK with recent growth in a variety of categories. Our business has now grown to include wholesale distribution of our popular products including; Scarves Headwear Watches Jewellery sets Wallets We have increased our catalogue to meet the growing demand for women, men and childrens fashion and look forward to expanding your range at a competitive price. We are eager to meet any potential interest with enthusiasm and happy to answer any queries you have leading up to the show. Feel free to send us message queries and we will get back to you as quickly as possible."
Tilley and Grace,https://homeandgift.co.uk/exhibitor/tilley-and-grace,tandgwholesale.co.uk,United Kingdom,"Back in beautiful Harrogate, hurrah! Tilley & Grace arrive at Home & Gift this year with their impressive AW19 collection. Striking faux-fur, an exclusive range of own-label Nepalese Cashmere, and a wide offering of brand-new winter accessories all appear alongside their now signature, quality jewellery, vivid silk scarves, and easy-to-wear clothing. Currently with five retail outlet of their own, the T&G team are better placed than ever to offer strong, relevant sales advice to their clients. Visit them on Stand C2."
"Tilnar Art, Besmo & MO-HOme",https://homeandgift.co.uk/exhibitor/tilnar-art-besmo--mo-home,website,"Brentwood, United Kingdom",description
Toasted Crumpet,https://homeandgift.co.uk/exhibitor/toasted-crumpet-77e635c8,www.toastedcrumpet.co.uk,"London, United Kingdom","They say beauty is in the eye of the beholder; however when you are surrounded by such stunning countryside it's hard for anyone not to fall in love with it. Our Creative Director and Founder, Jo Clarke, is continually inspired by the great outdoors and captures the glory of British nature through her contemporary watercolours. At Toasted Crumpet we are passionate about bringing that beauty indoors, to enjoy time and time again, whether that's by receiving one of our luxury greetings cards or by sipping your morning coffee from one of our elegant fine bone china mugs. Toasted Crumpet has a dynamic eye-catching range of beautifully designed cards, stationery & giftware. Jo's love of the British Countryside stems from a rural upbringing on her parents' farm. Having worked as a Chartered Accountant in the city, her creations are now mainly inspired by the time spent with her young boys, exploring the parklands and woodlands around Surrey. We very proudly produce our full range of products exclusively in Britain and are honoured to say that we supply Paperchase, the National Trust and the Royal Botanic Gardens Kew amongst many other beautiful stockists from vineyards, stately homes and department stores to village post offices, flower shops and bookshops. There is nothing more rewarding as a creative brand than producing products that our customers adore, and so we continue to grow and refine our collections to create something a little different from the norm and to bring you the very best of our designs. For 2020 we introduce you to our ""Explore & Treasure"" card, stationery & homeware collection in collaboration with the National Trust, including the gorgeous new Christmas Collection 2020 and Spring Seasons 2021. We also introduce you to our ""Coastal Beauty"" homewares (including for the first time a selection of stylish bathroom china), our new beautfiful range of British made soaps and extensions to our stationery and china ranges. All of this newness is in addition to our existing collections, so please also visit our trade website to see the complete range and join us on Tuesday 21st July at 11.30 for our live product launch where we will walk you through our best sellers and new products that we are launching at the virtual show. You can add this slot to your planned day by visiting the show agenda from the main title bar above. We would love to hear from you so please get in touch if you have any questions or would like us to walk you through the collections in more detail. There is also a meeting facility via the H&G website so please book a time with us, we would love to chat to you! With love, Toasted Crumpet"
Toolally Jewellery,https://homeandgift.co.uk/exhibitor/toolally-jewellery-bf584167,website,United Kingdom,description
Top Trusty Industrial International co ltd,https://homeandgift.co.uk/exhibitor/top-trusty-industrial-international-co-ltd,website,"Hong Kong, Hong Kong",description
Troika,https://homeandgift.co.uk/exhibitor/troika-61218683,website,United Kingdom,description
Troop London UK Ltd,https://homeandgift.co.uk/exhibitor/troop-london-uk-ltd,website,United Kingdom,description
Two Little Mice Ltd,https://homeandgift.co.uk/exhibitor/two-little-mice-ltd-5dce8daa,www.2littlemice.com,"Harrogate, United Kingdom","Two Little Mice - Independent Childrenswear Brand Two Little Mice are a Harrogate based team of makers of fun childrenswear. Children are fun and wild and our patterns reflect that. We go out of our way to reflect the free spirit of children in our designs. Each fabric is carefully selected to offer vibrance, energy and something a little special. Our product quality speaks for itself. Each item is handmade and carefully crafted according to the highest possible standards. You can be assured with a Two Little Mice product your item will stand the test of time. All our materials are sourced from other small businesses. In an age of commercialism and faceless chain stores dominating the retail market. Two Little Mice promises to always be a beacon for your independently sourced, independently made items."
Two Little Monkeys,https://homeandgift.co.uk/exhibitor/two-little-monkeys,www.twolittlemonkeysltd.co.uk,"Newcastle upon Tyne, United Kingdom","Two Little Monkeys Ltd is a North East based design-led greeting card company from Newcastle-upon-Tyne. For over 20 years now we've been designing gorgeous contemporary greeting cards from our studio overlooking the river Tyne. All of our cards are designed and produced here in the UK to an extremely high standard and all are printed on luxury FSC boards. All cards are blank inside and supplied individually cello wrapped. We have a huge choice of designs available covering all occasions. Oh, and if it's Welsh language cards you are looking for, we do those too! We are very proud to say that our cards can be found in some of the best independent card & gift shops, garden centres, bookshops, tea rooms, chemists and post offices across the UK."
Twospoons,https://homeandgift.co.uk/exhibitor/twospoons,website,United Kingdom,description
Tyrrell Katz,https://homeandgift.co.uk/exhibitor/tyrrell-katz,www.tyrrellkatz.co.uk,"London, United Kingdom",description
Umbellifer,https://homeandgift.co.uk/exhibitor/umbellifer,www.umbellifer.co.uk,United Kingdom,"Umbellifer was created by Stephen Lennon in 2017 to enable him to concentrate on his two great passions: art and gardening. His work showcases the beauty found in everyday garden plants and demonstrates his eye for bold colour and strong lines and his desire to create a modern, fun and commercial range.

All Umbellifer products are drawn, designed, printed and packed within half a mile of his home and his cards are printed on FSC certified board which is carbon offset through the Woodland Trust's Woodland Carbon scheme. The range includes over 80 everyday botanical cards, 18 charity Christmas cards, Thank You cards and Note Cards which he sells through gift shops, garden shops and garden centres throughout the UK."
